subset,site_id,layer,segment,events,points,ccc,rmse_mm,mae_mm,bias_mm
all_events,480,moisture_8in,post3_late_storage,19,698,0.95580509065104,0.4439069536643787,0.3265977716236128,-0.10799014655859775
all_events,480,moisture_8in,post3_mid_storage,15,361,0.9673673757407948,0.3986643229780473,0.2827473310677962,-0.09422856643139789
all_events,490,moisture_12in,early_0_3h,19,195,0.992522926193817,0.5906667599571199,0.3979100027748002,-0.04035647884518146
all_events,490,moisture_12in,post3_late_storage,11,166,0.9885646160701844,0.9099369617291623,0.41004957556241084,0.02765111482898571
all_events,490,moisture_4in,early_0_3h,95,1054,0.3923784617456253,4.178255517342291,3.031536258477985,-2.3750714512109257
all_events,490,moisture_4in,post3_late_storage,75,1740,0.9843312746035264,0.6129672654459204,0.4914350413314881,-0.060673443175891247
all_events,490,moisture_4in,post3_mid_storage,64,1434,0.9544652808283409,1.0946619636750001,0.6081127893935337,0.030528362369165257
all_events,490,moisture_8in,early_0_3h,45,501,0.9307411394365701,1.581658556794371,0.6008111567225685,0.24250656389095895
all_events,490,moisture_8in,post3_late_storage,30,440,0.9969156751648173,0.3202503376374436,0.18688753334050462,-0.02880892062556903
all_events,490,moisture_8in,post3_mid_storage,17,285,0.9626212435409223,0.7702988380192555,0.5767180446420168,-0.25263658380697934
clean_48h,110,moisture_12in,early_0_3h,9,106,0.4575717028903208,1.1006449070993425,0.4677302672583055,0.2188590794998297
clean_48h,110,moisture_4in,early_0_3h,83,937,0.8736246018036888,1.3960856696945967,0.7157954313687895,0.22572334406081315
clean_48h,110,moisture_4in,post3_late_storage,62,660,0.9764622951574763,0.6741944700863762,0.3573183047429572,0.005474599121300662
clean_48h,110,moisture_4in,post3_mid_storage,41,496,0.9911861016745129,0.4481493480435717,0.29816780782583485,-0.021587700314399032
clean_48h,110,moisture_8in,early_0_3h,27,291,0.9257575723264532,0.8923977474071857,0.514579390124436,0.20093656660374581
clean_48h,110,moisture_8in,post3_late_storage,14,174,0.8273564586566413,0.9988033549175387,0.2994782938072803,0.2077868310475974
clean_48h,120,moisture_4in,early_0_3h,9,96,0.9078395976783468,0.3280146758817598,0.27586804543962923,0.05534763875733136
clean_48h,121,moisture_4in,early_0_3h,17,204,0.979484090303069,0.42199475074031945,0.23611187865295838,0.1200185852214862
clean_48h,121,moisture_4in,post3_late_storage,16,348,0.9902541735909429,0.199344086397908,0.1419653040754327,-0.03116283832592345
clean_48h,121,moisture_4in,post3_mid_storage,15,370,0.9929439855667185,0.1948551798976205,0.14733515462909577,0.0005866036168207245
clean_48h,125,moisture_12in,early_0_3h,28,324,0.965191244156322,0.8926980949361765,0.5958734333293446,0.13560934830826313
clean_48h,125,moisture_12in,post3_late_storage,25,518,0.5189138706669804,2.680872232495153,1.923895779771992,-1.3469757596555387
clean_48h,125,moisture_12in,post3_mid_storage,18,235,0.9945826196575986,0.32343983316607827,0.24898983534441088,-0.009738051817879734
clean_48h,125,moisture_16in,early_0_3h,31,368,0.8177354760177271,1.0270134687438164,0.6493241371317432,0.14706562314227375
clean_48h,125,moisture_16in,post3_late_storage,26,408,0.911137555429097,0.5723017935742114,0.27553510062151765,0.006453451827428542
clean_48h,125,moisture_16in,post3_mid_storage,11,102,0.8559247636612901,0.5926718124784723,0.3046368398625406,0.09558191501389822
clean_48h,125,moisture_20in,early_0_3h,44,520,0.6772009616422041,0.9672817735726545,0.7422838034223371,0.029009690762215767
clean_48h,125,moisture_20in,post3_late_storage,34,354,0.9928714516016433,0.13715991658845142,0.11313267687085288,-0.004459452004446953
clean_48h,125,moisture_4in,early_0_3h,104,1222,0.8486111489197908,1.5980417496708508,1.2276663746986067,0.09998424206929066
clean_48h,125,moisture_4in,post3_late_storage,91,1822,0.8794910868568394,1.3445314253944372,0.7829770568158912,-0.1639259962708879
clean_48h,125,moisture_4in,post3_mid_storage,84,1806,0.7960212112985751,1.7635674835272435,1.170596587562468,-0.24354962190383098
clean_48h,125,moisture_8in,early_0_3h,38,427,0.8078476128024615,1.4178731343021616,0.7837194902813376,0.24759993774796965
clean_48h,125,moisture_8in,post3_late_storage,27,624,0.9902458650943962,0.36890886484459856,0.2847592179123964,0.00604487981783471
clean_48h,125,moisture_8in,post3_mid_storage,21,554,0.9510288903993966,0.7546007405171015,0.5537774275300705,-0.1417224557767606
clean_48h,130,moisture_4in,early_0_3h,55,658,0.9616301221516986,0.7347697430924232,0.37075136397903724,0.13616544686256093
clean_48h,130,moisture_4in,post3_late_storage,51,537,0.9967636728811375,0.21815564479046878,0.15196621169047544,-0.02151804268270465
clean_48h,130,moisture_4in,post3_mid_storage,42,429,0.9752887985297677,0.6465869183842149,0.3181820896650041,0.0505038200671179
clean_48h,140,moisture_12in,early_0_3h,8,75,0.9932068523900375,0.16592943871214041,0.11571834696793738,-0.016961053726832726
clean_48h,140,moisture_4in,early_0_3h,130,1482,0.9695994598572576,1.250329164820298,0.6181183342308767,0.2471194790171832
clean_48h,140,moisture_4in,post3_late_storage,92,1007,0.9058419418842222,2.009402147649619,0.6088931751450759,0.41819576186017615
clean_48h,140,moisture_4in,post3_mid_storage,73,965,0.9703921414222904,1.140147127272404,0.4289537933577165,0.13995905516322235
clean_48h,140,moisture_8in,early_0_3h,26,296,0.9893731801799649,0.4768837390387441,0.37079070934466735,-0.0238554647645718
clean_48h,140,moisture_8in,post3_late_storage,14,167,0.991245158328112,0.2356322609533873,0.15992111825555852,-0.01373258827728448
clean_48h,140,moisture_8in,post3_mid_storage,10,80,0.9962172424616496,0.21817646497079354,0.1730668036398156,0.019475295283217075
clean_48h,150,moisture_4in,early_0_3h,25,287,0.9897265625714785,0.4003871272262585,0.2849070453980759,-0.0026062216773051487
clean_48h,150,moisture_4in,post3_late_storage,28,481,0.9927622648171414,0.3321469568258257,0.22378407897233288,-0.0086789688022653
clean_48h,150,moisture_4in,post3_mid_storage,22,472,0.8697863231558817,1.0236272934652264,0.8317555651994709,-0.23680949122970246
clean_48h,160,moisture_4in,early_0_3h,113,1311,0.9533814238479208,1.1680433787560907,0.6392815106764529,0.21155016877321492
clean_48h,160,moisture_4in,post3_late_storage,101,1216,0.970637751286653,0.8859620814518082,0.35471752297620646,0.0750656243291321
clean_48h,160,moisture_4in,post3_mid_storage,83,1088,0.9622478750631676,0.986099227567435,0.4002346071059736,0.1425407351930145
clean_48h,160,moisture_8in,early_0_3h,12,135,0.9871322855854633,0.8782905055918513,0.4396059228816081,-0.004097009397155238
clean_48h,170,moisture_4in,early_0_3h,144,1690,0.6755693682281243,1.0962780823855451,0.5564252926267474,0.2022225836697326
clean_48h,170,moisture_4in,post3_late_storage,130,1764,0.5540341352689557,0.8103746642262762,0.5912668353553138,-0.24959440287307513
clean_48h,170,moisture_4in,post3_mid_storage,107,1672,0.5425294639154585,0.9546379096820808,0.5338402631039431,0.03407430100575688
clean_48h,230,moisture_4in,early_0_3h,27,320,0.9846044472238236,0.2950241321200891,0.17594073031021015,0.06230642664782075
clean_48h,230,moisture_4in,post3_late_storage,25,450,0.9863797537775946,0.24066690777548996,0.17927807261575512,-0.04996524890517926
clean_48h,230,moisture_4in,post3_mid_storage,21,382,0.9784392603507186,0.28136885129927347,0.17832662609867597,-0.05014331808287734
clean_48h,250,moisture_4in,early_0_3h,9,100,0.9183468394671128,0.48073272897003,0.3394583228521362,0.12128035864234253
clean_48h,260,moisture_4in,early_0_3h,78,919,0.9698721538008845,1.6463933787013223,0.7602086773285637,0.22615782588421499
clean_48h,260,moisture_4in,post3_late_storage,70,1096,0.9714448270307104,1.5340884735887161,0.46703864399628914,0.13080166295309392
clean_48h,260,moisture_4in,post3_mid_storage,65,1005,0.9763930688261524,1.392337130380113,0.5372494943489508,0.07656086774687386
clean_48h,260,moisture_8in,early_0_3h,28,318,0.9960219975001299,0.4227312407761091,0.28281951442760794,-0.004936042979989426
clean_48h,260,moisture_8in,post3_late_storage,24,438,0.9974259367222693,0.3398940936752372,0.25045421096339615,-0.012479530216845001
clean_48h,260,moisture_8in,post3_mid_storage,23,414,0.9945509672643674,0.448422429215373,0.36300399234374336,0.006777000047186157
clean_48h,270,moisture_20in,early_0_3h,8,75,0.14965087690563153,1.0199146727096047,0.876493017275382,-0.24006885087908963
clean_48h,270,moisture_4in,early_0_3h,92,1078,0.9800072515544906,1.0188372373043357,0.5690866755377908,0.15504814837580555
clean_48h,270,moisture_4in,post3_late_storage,87,1149,0.9695986680580096,1.2617346602146287,0.3756122004504366,0.1545524761623527
clean_48h,270,moisture_4in,post3_mid_storage,74,1160,0.9619352986536166,1.4903768371270807,0.6584728541995668,0.053297869847398385
clean_48h,270,moisture_8in,early_0_3h,19,224,0.9970341676515367,0.25355358686175217,0.19266042273063572,0.011892230638746401
clean_48h,270,moisture_8in,post3_late_storage,16,241,0.996107520942094,0.24868813665852538,0.1521483640024211,-0.02388666851001573
clean_48h,270,moisture_8in,post3_mid_storage,14,364,0.9502034519309853,0.8234236723520539,0.5376720145202241,-0.2696022001710505
clean_48h,275,moisture_4in,early_0_3h,59,678,0.9924038496899465,0.32384111146355576,0.2020200918459386,0.014904341212505291
clean_48h,275,moisture_4in,post3_late_storage,54,831,0.8658342325929527,1.056589135189709,0.38481553029859455,0.1356213555134682
clean_48h,275,moisture_4in,post3_mid_storage,50,1128,0.9519567815862741,0.7123290738889636,0.3608417356583667,0.11642153931095656
clean_48h,280,moisture_4in,early_0_3h,27,316,0.9540894268327075,0.46184897867530217,0.32351501415000644,0.039249105172277705
clean_48h,280,moisture_4in,post3_late_storage,24,345,0.9887962003854559,0.22470428437538276,0.14368811791486483,-0.029308961101382328
clean_48h,280,moisture_4in,post3_mid_storage,23,367,0.9638451956656623,0.2724696435223866,0.2013210389628735,-0.042957754211943644
clean_48h,290,moisture_4in,early_0_3h,14,156,0.9438270124238582,0.3863844908740169,0.27332634477167683,0.02324006691744713
clean_48h,290,moisture_4in,post3_late_storage,11,294,0.9410015766223332,0.3353245285599286,0.22256996688346453,-0.12425308224947221
clean_48h,290,moisture_4in,post3_mid_storage,8,233,0.9476143970878791,0.23183491683919746,0.17130192019822857,-0.021993583662500874
clean_48h,303,moisture_12in,early_0_3h,22,264,0.9910718187207957,0.7043507062787947,0.38972389473434826,0.07560918136969506
clean_48h,303,moisture_12in,post3_late_storage,17,351,0.9920730826993233,0.8090991317537092,0.3685238711423051,0.034226491769992616
clean_48h,303,moisture_12in,post3_mid_storage,13,155,0.9817676598533058,1.0324764440538297,0.648162155653529,0.024722781234558924
clean_48h,303,moisture_4in,early_0_3h,129,1423,0.6908844323535319,3.326912914400222,2.079371744160382,-0.4688180898425246
clean_48h,303,moisture_4in,post3_late_storage,83,1982,0.9601629850870896,0.8588283625065498,0.5277121532841128,0.0800537959269914
clean_48h,303,moisture_4in,post3_mid_storage,67,1641,0.9743002285764742,0.6922549111422057,0.4217664935285003,-0.11063235823347843
clean_48h,303,moisture_8in,early_0_3h,43,502,0.992490156599573,0.5904214742067978,0.3425304811296768,0.049540168917935716
clean_48h,303,moisture_8in,post3_late_storage,31,816,0.9926661699198411,0.5916270611032539,0.37527566119100925,-0.06889240134733814
clean_48h,303,moisture_8in,post3_mid_storage,28,681,0.9890603524919349,0.7228243666605125,0.5332965442690778,-0.03967824785827917
clean_48h,311,moisture_4in,early_0_3h,115,1371,0.8455640689598559,1.2971729005912183,0.7847868398111607,0.5804542755303775
clean_48h,311,moisture_4in,post3_late_storage,111,1603,0.9351072112349883,0.7642105044200149,0.42512093575123877,0.06434885070870212
clean_48h,311,moisture_4in,post3_mid_storage,105,2381,0.8698642874391059,1.009617839104339,0.5214738713179338,-0.14323019654838726
clean_48h,315,moisture_4in,early_0_3h,33,393,0.9927380763628049,0.38356516442877825,0.23176016469649696,0.0154875724258287
clean_48h,315,moisture_4in,post3_late_storage,31,568,0.9906995688544996,0.4236018096812444,0.2657344073311715,-0.05449305039535591
clean_48h,315,moisture_4in,post3_mid_storage,28,477,0.9844250148698198,0.5872814363162641,0.4347716105350904,0.024420648903182417
clean_48h,335,moisture_4in,early_0_3h,75,849,0.7693669962034372,3.4791549223313143,1.3439999410336347,0.7520555394172542
clean_48h,335,moisture_4in,post3_late_storage,62,964,0.9979299055133886,0.32179092972478257,0.2370373044833654,0.017099536894002145
clean_48h,335,moisture_4in,post3_mid_storage,51,957,0.9961842471470971,0.4261197849510995,0.33408023852583674,0.03126443342935417
clean_48h,335,moisture_8in,early_0_3h,17,204,0.9959791970809287,0.6396995332095534,0.4130295999847088,0.04396938060248324
clean_48h,335,moisture_8in,post3_late_storage,16,249,0.9975732667519663,0.520703411801166,0.3605923821918939,-0.0752143602547226
clean_48h,335,moisture_8in,post3_mid_storage,12,202,0.997217517899309,0.544224524595409,0.3128108014562578,-0.003982749687939395
clean_48h,340,moisture_20in,early_0_3h,9,82,0.725297741608297,1.903904913279776,0.9884312995694051,-0.4280871028086925
clean_48h,340,moisture_4in,early_0_3h,48,552,0.9192672103934898,1.0097942422798307,0.6231901425521984,0.27534347377084284
clean_48h,340,moisture_4in,post3_late_storage,44,884,0.9487163334238583,0.49594363611452125,0.3216745316443143,0.02581045094598973
clean_48h,340,moisture_4in,post3_mid_storage,41,1365,0.9791644169283739,0.3412192773088076,0.21798896232015041,0.028503172944841296
clean_48h,395,moisture_4in,early_0_3h,10,116,0.9656708173208739,0.2737943216733368,0.18671767783514695,0.025496775833207464
clean_48h,400,moisture_4in,early_0_3h,24,263,0.9841735160352721,0.21277621840478428,0.15327760356832357,0.04611655443138096
clean_48h,400,moisture_4in,post3_late_storage,17,230,0.9864737574750474,0.18445755737850122,0.12940858715539091,-0.028803998198347645
clean_48h,400,moisture_4in,post3_mid_storage,8,212,0.9792371518159182,0.20891415896150353,0.11547025963493358,-0.005713840143363134
clean_48h,405,moisture_12in,early_0_3h,203,1963,0.8384837345994505,2.2917867952490987,1.5281833776928984,0.09564154096644832
clean_48h,405,moisture_12in,post3_late_storage,61,603,0.9941466568960392,0.5330101425426776,0.35862873819046576,-0.01983477066942573
clean_48h,405,moisture_12in,post3_mid_storage,45,640,0.7757662527409008,2.590467152152524,1.7997829910605703,-0.42715833411370385
clean_48h,405,moisture_16in,early_0_3h,286,2184,0.6344524552075679,2.905409540741377,2.2451189422673568,-0.31425108188794526
clean_48h,405,moisture_16in,post3_late_storage,37,300,0.9915565634693225,0.9360893759272337,0.44866175625206856,0.13568713397500212
clean_48h,405,moisture_16in,post3_mid_storage,25,251,0.9888949851173792,1.0032579938309245,0.5659529095014353,0.0695187230420172
clean_48h,405,moisture_20in,early_0_3h,160,1041,0.6596055325804757,3.461513939872798,2.1900030522666856,0.7978934800238703
clean_48h,405,moisture_20in,post3_late_storage,11,73,0.9832982719561728,0.9578626010298202,0.7229101452525298,0.06597398636055855
clean_48h,405,moisture_4in,early_0_3h,383,3281,0.37280334964853634,3.383525059830349,2.7244355227618944,-0.009559195954292188
clean_48h,405,moisture_4in,post3_late_storage,84,875,0.8195115697554316,2.261874154398359,0.6343338632941635,0.47974929690560136
clean_48h,405,moisture_4in,post3_mid_storage,50,545,0.9962823869487476,0.29993125142417787,0.23040429352694472,0.037341455498919436
clean_48h,405,moisture_8in,early_0_3h,96,1020,0.9515258982471971,1.2427179586768857,0.6181998336536311,0.24791761752330296
clean_48h,405,moisture_8in,post3_late_storage,42,518,0.9445656957766357,1.226335086846557,0.4206077888933311,0.15034382995289883
clean_48h,405,moisture_8in,post3_mid_storage,38,738,0.9806166366704249,0.6036315618158641,0.45243366926561257,-0.03947348774907478
clean_48h,415,moisture_4in,early_0_3h,10,113,0.9463870125761764,0.2527536972470496,0.19136206333965786,0.029645298083372493
clean_48h,420,moisture_4in,early_0_3h,87,1035,0.8669108138308125,1.8215806185480699,1.2844636968204526,0.21025776724793202
clean_48h,420,moisture_4in,post3_late_storage,82,1276,0.9941333438909772,0.36693775917357446,0.24966744510589567,-0.0331145723591326
clean_48h,420,moisture_4in,post3_mid_storage,72,1148,0.9349150812093191,1.3237692204081035,0.521530455133787,0.16635009774563292
clean_48h,425,moisture_4in,early_0_3h,18,205,0.9753801226927508,0.42911997161154813,0.3009734690795256,0.028009450719098907
clean_48h,425,moisture_4in,post3_late_storage,13,216,0.9964797709062241,0.17594429496135117,0.1301475251558797,-0.006760523740441099
clean_48h,425,moisture_4in,post3_mid_storage,12,267,0.9418594670084196,0.5762581311731406,0.37058500365552655,-0.21449596834328344
clean_48h,430,moisture_4in,early_0_3h,74,839,0.9482979018291166,1.2011795962383374,0.7340877305937467,0.026481552141827007
clean_48h,430,moisture_4in,post3_late_storage,56,860,0.9936400626351038,0.3710130181482838,0.26442354743628077,0.025999815270152028
clean_48h,430,moisture_4in,post3_mid_storage,44,622,0.9947757730922453,0.36946397332489667,0.28775995435854207,-0.011192919516393198
clean_48h,430,moisture_8in,early_0_3h,10,120,0.9755200828697507,0.6232913396732095,0.47120169391999495,-0.004202317542168258
clean_48h,430,moisture_8in,post3_late_storage,8,230,0.9541324635002659,0.4867772929401767,0.2735538520335629,-0.020775730438836387
clean_48h,440,moisture_12in,early_0_3h,10,67,0.9645640126667476,0.39815104122845624,0.2667113114213843,-0.0562597466029342
clean_48h,440,moisture_4in,early_0_3h,88,995,0.1954392733568634,2.511262508147792,2.080804871061432,-0.9303823847227618
clean_48h,440,moisture_4in,post3_late_storage,71,864,0.9445300595622423,0.7247910057398129,0.2779339948581227,0.13730181623106963
clean_48h,440,moisture_4in,post3_mid_storage,50,627,0.9461527477672106,0.6872840408902097,0.3365402799950105,0.09838530300293737
clean_48h,450,moisture_4in,early_0_3h,176,2015,0.783335670873556,1.807369734344834,1.0246933574530233,0.35303040534403574
clean_48h,450,moisture_4in,post3_late_storage,140,2360,0.9530713271129098,0.7518078450908818,0.4313893751217005,0.014196670464738
clean_48h,450,moisture_4in,post3_mid_storage,102,1691,0.6334949861065514,1.8282182993579221,1.329474638857373,-0.25956835079157936
clean_48h,450,moisture_8in,early_0_3h,24,282,0.9128970699687787,0.7409819134529252,0.5485015292803006,0.08390522760128878
clean_48h,450,moisture_8in,post3_late_storage,21,605,0.9859328728350402,0.31643635636538125,0.2300069065721056,-0.06172039077869508
clean_48h,450,moisture_8in,post3_mid_storage,12,219,0.994709374868627,0.23900215064511426,0.16759642138423803,-0.004443958995451912
clean_48h,455,moisture_4in,early_0_3h,135,1605,0.9691117336792474,1.4957422593903944,0.9246303119276248,0.4393618179676255
clean_48h,455,moisture_4in,post3_late_storage,126,1451,0.9902956329808459,0.9428266519810137,0.3403161672750304,0.08907376440778979
clean_48h,455,moisture_4in,post3_mid_storage,112,1524,0.9660197480253577,1.7544624440805179,0.6539302824274859,0.29496388515136357
clean_48h,455,moisture_8in,early_0_3h,11,131,0.9713921388315833,1.8817898201094625,1.0394889185317053,-0.3187617032132665
clean_48h,455,moisture_8in,post3_late_storage,10,156,0.959742932436208,1.7998525457247179,0.9739851936014077,-0.3420766916866212
clean_48h,460,moisture_4in,early_0_3h,49,565,0.7089988961438772,1.8073757557235228,1.4096418328654041,-0.25357121300065294
clean_48h,460,moisture_4in,post3_late_storage,42,1054,0.9866366934093729,0.36262772075356275,0.2720029761434029,-0.012148895223030698
clean_48h,460,moisture_4in,post3_mid_storage,38,918,0.9781004684501677,0.453590256839443,0.3375485371878976,-0.07088298916113986
clean_48h,460,moisture_8in,early_0_3h,11,129,0.9666642332110177,0.5859960037894263,0.4834958262316511,-0.012228406782166723
clean_48h,460,moisture_8in,post3_late_storage,10,349,0.9873909493111217,0.32018305812543696,0.18504108484664272,-0.007870357667789468
clean_48h,470,moisture_4in,early_0_3h,8,90,0.7836642078416438,0.4204651547418283,0.3160762073027604,0.04561804053155742
clean_48h,480,moisture_4in,early_0_3h,79,893,0.8868065914544301,1.181437666985118,0.9137523216262952,-0.07890163065788937
clean_48h,480,moisture_4in,post3_late_storage,57,1563,0.9895387814649547,0.37450880661402886,0.2843529827479739,0.017361457954273532
clean_48h,480,moisture_4in,post3_mid_storage,41,780,0.9862167503597901,0.45644028125799746,0.3453162063829797,-0.0516983988850118
clean_48h,480,moisture_8in,early_0_3h,8,83,0.9888726697259874,0.3356663410515217,0.28830299449271296,0.03212423481896522
clean_48h,490,moisture_12in,early_0_3h,16,168,0.9911048506888348,0.6165876387210013,0.45752141337136415,-0.043007523488513985
clean_48h,490,moisture_12in,post3_late_storage,10,140,0.9847628227029992,0.9904316346821264,0.46457238148518404,0.036061364319400116
clean_48h,490,moisture_4in,early_0_3h,51,575,0.4957138492431797,3.5344013723664096,2.210423212346015,-1.7225413639619838
clean_48h,490,moisture_4in,post3_late_storage,44,1027,0.9891161461836337,0.5074424649113708,0.3905099375570311,-0.006737818218553456
clean_48h,490,moisture_4in,post3_mid_storage,37,760,0.9553938878116011,1.0497369097336513,0.5508690146603267,0.030462747298029013
clean_48h,490,moisture_8in,early_0_3h,31,351,0.9951765775970218,0.41465753222147805,0.306954619668954,0.014581718354215978
clean_48h,490,moisture_8in,post3_late_storage,21,276,0.9967906637327516,0.35358215517279645,0.1810268879914283,-0.05630798763532904
clean_48h,490,moisture_8in,post3_mid_storage,11,184,0.9718508945292513,0.6767275803703606,0.41905736937346183,-0.02418310302574631
clean_stageII_48h,110,moisture_4in,early_0_3h,42,501,0.9893127604057896,0.4973176446656336,0.2943144131619546,0.012581319536937707
clean_stageII_48h,110,moisture_4in,post3_late_storage,42,484,0.9921484689201829,0.43562295933360545,0.20592403542682072,-0.03983877317171442
clean_stageII_48h,110,moisture_4in,post3_mid_storage,33,372,0.9936783896673959,0.4136598586417728,0.26398436158192473,-0.02060828855305901
clean_stageII_48h,121,moisture_4in,early_0_3h,13,156,0.9736979828522312,0.4618157833149486,0.2880898164532722,0.048512501904000846
clean_stageII_48h,121,moisture_4in,post3_late_storage,13,279,0.9911721457276086,0.20821900393371362,0.12638573240783976,-0.061204085446178884
clean_stageII_48h,121,moisture_4in,post3_mid_storage,12,219,0.9942609952354462,0.19584807843719643,0.13997949128221623,0.012754443475751071
clean_stageII_48h,125,moisture_12in,early_0_3h,22,264,0.971454857037618,0.8021910298244451,0.5320113030783161,0.15891819175222707
clean_stageII_48h,125,moisture_12in,post3_late_storage,22,472,0.9936543016897057,0.3605681227979896,0.2575458181643884,0.010673528301892655
clean_stageII_48h,125,moisture_12in,post3_mid_storage,16,184,0.9839810764804412,0.5424588591674716,0.26410409213521246,0.05531916741477349
clean_stageII_48h,125,moisture_16in,early_0_3h,24,288,0.9091509641303979,0.7071394513277185,0.5129376587395541,0.01067529504178524
clean_stageII_48h,125,moisture_16in,post3_late_storage,24,397,0.9803540508393715,0.2640079031283793,0.18129096751305196,-0.042237792709508816
clean_stageII_48h,125,moisture_16in,post3_mid_storage,10,91,0.8487230781722513,0.5681853135989368,0.353152173143535,-0.005719689339650485
clean_stageII_48h,125,moisture_20in,early_0_3h,31,372,0.7181739448684944,0.8636520583002589,0.6219537648683544,0.03559559094488279
clean_stageII_48h,125,moisture_20in,post3_late_storage,31,337,0.9948667328989673,0.11894223883148185,0.09910128457882451,-0.0038920393872543917
clean_stageII_48h,125,moisture_4in,early_0_3h,73,876,0.9582088687757099,0.8858518044769598,0.6184155289126109,0.2776612558644267
clean_stageII_48h,125,moisture_4in,post3_late_storage,73,1548,0.924910673225895,1.085638823945251,0.5896145386568956,0.1188242953731294
clean_stageII_48h,125,moisture_4in,post3_mid_storage,66,1266,0.9733788820238181,0.5643122483193803,0.3877151537089641,-0.07097373161309345
clean_stageII_48h,125,moisture_8in,early_0_3h,22,264,0.9605582275918951,0.6475458219609497,0.4385878402870435,0.058380463211660176
clean_stageII_48h,125,moisture_8in,post3_late_storage,22,573,0.990381669204926,0.35737065378408184,0.2712753334367239,-0.010804601488692726
clean_stageII_48h,125,moisture_8in,post3_mid_storage,18,500,0.9580912671642899,0.6985504849459974,0.49506772519450815,-0.11273319236974348
clean_stageII_48h,130,moisture_4in,early_0_3h,41,492,0.9872778273846683,0.4121924158823549,0.3086426215192332,0.0069624976138694065
clean_stageII_48h,130,moisture_4in,post3_late_storage,41,479,0.9859907435955245,0.4556713702895906,0.1952246877054047,0.0236012679117756
clean_stageII_48h,130,moisture_4in,post3_mid_storage,37,386,0.9509536001894768,0.9135395988019219,0.35500480039259225,0.1254393316507245
clean_stageII_48h,140,moisture_4in,early_0_3h,67,804,0.9842128654115107,0.8104071204384129,0.4952139296967625,0.24054548453197333
clean_stageII_48h,140,moisture_4in,post3_late_storage,67,827,0.973770139879,1.0443736564688735,0.34464865982610815,0.13662108614150453
clean_stageII_48h,140,moisture_4in,post3_mid_storage,54,722,0.994865641070769,0.46361042460765667,0.29555491684816815,0.03644063305753477
clean_stageII_48h,140,moisture_8in,early_0_3h,9,108,0.9603187697245805,0.46495646020466624,0.28830284905271963,0.05956973185434232
clean_stageII_48h,140,moisture_8in,post3_late_storage,9,120,0.9900331027714216,0.23413625639074725,0.1775868210548171,0.013314268599397484
clean_stageII_48h,150,moisture_4in,early_0_3h,17,204,0.9704744368302864,0.6305017015775699,0.43994183973941225,-0.027056278923405674
clean_stageII_48h,150,moisture_4in,post3_late_storage,19,340,0.9935733001697201,0.33412532058245586,0.25090524035267997,-0.03465319573235133
clean_stageII_48h,150,moisture_4in,post3_mid_storage,14,218,0.6866637469048618,1.7275345793965053,1.3121727498496516,-0.6136332099627112
clean_stageII_48h,160,moisture_4in,early_0_3h,81,972,0.9678540088922905,1.0099968048305428,0.47175220545269264,0.10726962164957254
clean_stageII_48h,160,moisture_4in,post3_late_storage,81,1032,0.9775226188418747,0.8106343684929883,0.2912157933481446,0.06580539114822433
clean_stageII_48h,160,moisture_4in,post3_mid_storage,70,829,0.9685486867554507,0.960555223038454,0.455531434865083,0.14935972810843628
clean_stageII_48h,170,moisture_4in,early_0_3h,97,1164,0.9390208472672288,0.466308323212167,0.30201650775584477,0.09003859261630076
clean_stageII_48h,170,moisture_4in,post3_late_storage,97,1404,0.1317144542288935,1.329577486668299,1.0211061409794822,-0.9172667338149211
clean_stageII_48h,170,moisture_4in,post3_mid_storage,81,983,0.28618585524176265,1.0393300178990932,0.7389325479240317,-0.0582997426501496
clean_stageII_48h,230,moisture_4in,early_0_3h,19,228,0.9801005603308162,0.3252345828671151,0.19772630738276356,0.06708922040314415
clean_stageII_48h,230,moisture_4in,post3_late_storage,19,384,0.9864966723864522,0.24246182383332504,0.18178251664187908,-0.04922372420258372
clean_stageII_48h,230,moisture_4in,post3_mid_storage,17,260,0.9968781089095177,0.10796834796812038,0.07025337082709691,0.0036989073212122816
clean_stageII_48h,260,moisture_4in,early_0_3h,62,744,0.9227025233338103,2.6915933542038113,0.9715296506302954,0.7210623876144272
clean_stageII_48h,260,moisture_4in,post3_late_storage,62,1033,0.9984974243066966,0.3460569647912511,0.24920235239573327,-0.03947567478114793
clean_stageII_48h,260,moisture_4in,post3_mid_storage,60,907,0.9821506670516459,1.1617342027771935,0.7390188208953014,-0.251254945601201
clean_stageII_48h,260,moisture_8in,early_0_3h,20,240,0.9965308618061268,0.4064198838455964,0.27791538292163603,-0.029656997571408404
clean_stageII_48h,260,moisture_8in,post3_late_storage,20,413,0.997135774229244,0.3568243524466643,0.26646049981773823,-0.01353421534272012
clean_stageII_48h,260,moisture_8in,post3_mid_storage,20,373,0.9948432645739529,0.44168537635958793,0.3541917174607746,-0.0016182365906994526
clean_stageII_48h,270,moisture_4in,early_0_3h,70,825,0.9557039804490405,1.5231779810092592,0.8325811910487007,0.5204443374656121
clean_stageII_48h,270,moisture_4in,post3_late_storage,69,934,0.9513587909054979,1.5850444352264452,0.43763037534486215,0.19769661966388483
clean_stageII_48h,270,moisture_4in,post3_mid_storage,58,762,0.9708847722520696,1.283129541355173,0.4291838448883008,0.12812952060433636
