site_id,layer,segment,subset,main_subset,curve_rmse_to_main_mm,curve_mae_to_main_mm,curve_bias_to_main_mm,curve_max_abs_to_main_mm,overlap_min_h,overlap_max_h
150,moisture_4in,early_0_3h,all_events,clean_stageII_48h,2.933634539674119,2.040333262723638,2.040333262723638,8.586427219298908,0.125,40.375
150,moisture_4in,early_0_3h,clean_48h,clean_stageII_48h,2.8423659080704695,2.005614110911399,2.005614110911399,8.334329296988738,0.125,40.375
150,moisture_4in,early_0_3h,clean_stageII_48h,clean_stageII_48h,0.0,0.0,0.0,0.0,0.0,40.375
150,moisture_4in,early_0_3h,clean_stageII_48h_no405,clean_stageII_48h,0.0,0.0,0.0,0.0,0.0,40.375
150,moisture_4in,early_0_3h,clean_stageII_48h_site_balanced,clean_stageII_48h,0.0,0.0,0.0,0.0,0.0,40.375
150,moisture_4in,post3_late_storage,all_events,clean_stageII_48h,1.7179686479221623,1.4457004646328229,1.4146508236034288,2.8583912651839523,0.375,141.0
150,moisture_4in,post3_late_storage,clean_48h,clean_stageII_48h,1.2519911548143545,1.0521037193649228,1.0480079063207037,2.230136287362262,0.25,141.0
150,moisture_4in,post3_late_storage,clean_stageII_48h,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,141.0
150,moisture_4in,post3_late_storage,clean_stageII_48h_no405,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,141.0
150,moisture_4in,post3_late_storage,clean_stageII_48h_site_balanced,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,141.0
150,moisture_4in,post3_mid_storage,all_events,clean_stageII_48h,2.2880441257904938,2.1109482307493352,2.090677535208213,3.2273593036090773,0.625,126.14583333333333
150,moisture_4in,post3_mid_storage,clean_48h,clean_stageII_48h,1.7916405417107921,1.673812244039703,1.673812244039703,2.9254414023781887,0.25,126.14583333333333
150,moisture_4in,post3_mid_storage,clean_stageII_48h,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,126.14583333333333
150,moisture_4in,post3_mid_storage,clean_stageII_48h_no405,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,126.14583333333333
150,moisture_4in,post3_mid_storage,clean_stageII_48h_site_balanced,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,126.14583333333333
160,moisture_4in,early_0_3h,all_events,clean_stageII_48h,3.6119404102172434,3.364583263428027,-3.1363757649112474,4.997825419795841,0.552083333333333,189.88727678571428
160,moisture_4in,early_0_3h,clean_48h,clean_stageII_48h,0.49487931335820784,0.4155558870730044,-0.3304999265359014,1.2049755532503923,0.44166666666666965,188.59491744066045
160,moisture_4in,early_0_3h,clean_stageII_48h,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,189.88727678571428
160,moisture_4in,early_0_3h,clean_stageII_48h_no405,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,189.88727678571428
160,moisture_4in,early_0_3h,clean_stageII_48h_site_balanced,clean_stageII_48h,4.554490520265016,3.8210357327141415,-3.8096773887925086,9.752380233054875,0.25,87.0
160,moisture_4in,post3_late_storage,all_events,clean_stageII_48h,2.4396966602245027,1.77609991454113,1.77609991454113,8.598994699892938,0.75,244.125
160,moisture_4in,post3_late_storage,clean_48h,clean_stageII_48h,0.28197603793151715,0.21296918596367742,-0.012590691841435452,0.6832076028552692,0.375,244.125
160,moisture_4in,post3_late_storage,clean_stageII_48h,clean_stageII_48h,0.0,0.0,0.0,0.0,0.375,244.125
160,moisture_4in,post3_late_storage,clean_stageII_48h_no405,clean_stageII_48h,0.0,0.0,0.0,0.0,0.375,244.125
160,moisture_4in,post3_late_storage,clean_stageII_48h_site_balanced,clean_stageII_48h,4.734086018657012,3.677320721841353,-3.614523619630394,12.04239644583677,0.375,81.875
160,moisture_4in,post3_mid_storage,all_events,clean_stageII_48h,4.290280180843047,3.5829121357727396,2.9351852602345945,9.002780603952653,0.5,129.3125
160,moisture_4in,post3_mid_storage,clean_48h,clean_stageII_48h,2.222137655277871,1.692818037904684,1.692818037904684,6.1620805583568785,0.25,129.3125
160,moisture_4in,post3_mid_storage,clean_stageII_48h,clean_stageII_48h,0.0,0.0,0.0,0.0,0.125,129.3125
160,moisture_4in,post3_mid_storage,clean_stageII_48h_no405,clean_stageII_48h,0.0,0.0,0.0,0.0,0.125,129.3125
160,moisture_4in,post3_mid_storage,clean_stageII_48h_site_balanced,clean_stageII_48h,3.3382440594347407,2.6511824921558524,-2.6195475386514184,8.493136542709046,0.125,63.0
170,moisture_4in,early_0_3h,all_events,clean_stageII_48h,0.4227736774790573,0.29837952205608714,0.24889500312438306,1.0515325193112393,0.0,52.693920595533505
170,moisture_4in,early_0_3h,clean_48h,clean_stageII_48h,1.1573725530892425,0.8698417928184206,0.8523665895527013,2.2362447223763873,0.0,52.66973163520755
170,moisture_4in,early_0_3h,clean_stageII_48h,clean_stageII_48h,0.0,0.0,0.0,0.0,0.0,52.693920595533505
170,moisture_4in,early_0_3h,clean_stageII_48h_no405,clean_stageII_48h,0.0,0.0,0.0,0.0,0.0,52.693920595533505
170,moisture_4in,early_0_3h,clean_stageII_48h_site_balanced,clean_stageII_48h,1.4931938518466226,1.4261049054098136,1.3845723063121809,1.8995332501187345,0.0,52.693920595533505
170,moisture_4in,post3_late_storage,all_events,clean_stageII_48h,0.5894775228679572,0.5160112172212644,0.28659455265616635,1.9732351198665619,0.25,136.25
170,moisture_4in,post3_late_storage,clean_48h,clean_stageII_48h,0.9015641310774433,0.8381314385909647,0.7460472391348076,1.211007097886732,0.25,132.5
170,moisture_4in,post3_late_storage,clean_stageII_48h,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,146.25
170,moisture_4in,post3_late_storage,clean_stageII_48h_no405,clean_stageII_48h,0.0,0.0,0.0,0.0,0.25,146.25
170,moisture_4in,post3_late_storage,clean_stageII_48h_site_balanced,clean_stageII_48h,1.3711258215444693,1.1750212086371776,1.006628841720755,3.1292253683002897,0.25,97.375
170,moisture_4in,post3_mid_storage,all_events,clean_stageII_48h,1.0014866519183316,0.9368439395333035,0.9368439395333035,1.9760090642297001,0.1339285714285721,77.60416666666666
170,moisture_4in,post3_mid_storage,clean_48h,clean_stageII_48h,0.808115170955665,0.7458234891147103,0.7001040477897875,1.5401197352192426,0.1339285714285721,77.60416666666666
170,moisture_4in,post3_mid_storage,clean_stageII_48h,clean_stageII_48h,0.0,0.0,0.0,0.0,0.1339285714285721,77.60416666666666
