csr_x_h,moisture_mm,n_points,q25_mm,q75_mm,subset,site_id,layer,segment,segment_label,coord_mode
44.24107142857143,9.46912,1,9.46912,9.46912,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
44.61607142857143,9.46912,2,9.4488,9.48944,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
44.99107142857143,9.4996,1,9.4996,9.4996,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
45.36607142857143,9.49452,2,9.49198,9.49706,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
45.74107142857143,9.47928,1,9.47928,9.47928,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
46.11607142857143,9.46912,2,9.46912,9.46912,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
46.49107142857143,9.45896,1,9.45896,9.45896,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
46.74107142857143,9.4488,1,9.4488,9.4488,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
47.11607142857143,9.43356,2,9.431019999999998,9.4361,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
47.49107142857143,9.398,1,9.398,9.398,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
47.86607142857143,9.50976,2,9.50976,9.50976,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
48.24107142857143,9.48944,1,9.48944,9.48944,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
48.49107142857143,9.48944,1,9.48944,9.48944,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
48.86607142857143,9.47928,2,9.4742,9.48436,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
49.24107142857143,9.45896,1,9.45896,9.45896,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
49.61607142857143,9.4488,2,9.44372,9.453880000000002,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
49.99107142857143,9.42848,1,9.42848,9.42848,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
50.36607142857143,9.38784,2,9.377680000000002,9.398,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
50.74107142857143,9.40816,1,9.40816,9.40816,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
50.99107142857143,9.40816,1,9.40816,9.40816,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
51.36607142857143,9.38784,2,9.38784,9.38784,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
51.74107142857143,9.38784,1,9.38784,9.38784,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
52.11607142857143,9.38784,2,9.38784,9.38784,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
52.49107142857143,9.38784,1,9.38784,9.38784,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
52.86607142857143,9.3726,2,9.37006,9.37514,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
53.24107142857143,9.357360000000002,1,9.357360000000002,9.357360000000002,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
53.49107142857143,9.3472,1,9.3472,9.3472,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
53.86607142857143,8.6614,2,8.658859999999999,8.66394,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
54.24107142857143,8.636,1,8.636,8.636,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
54.61607142857143,8.62584,2,8.62076,8.63092,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
54.99107142857143,8.585199999999999,1,8.585199999999999,8.585199999999999,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
55.36607142857143,8.51408,2,8.50392,8.524239999999999,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
55.74107142857143,8.442960000000001,1,8.442960000000001,8.442960000000001,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
55.99107142857143,8.37184,1,8.37184,8.37184,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
56.36607142857143,8.27024,2,8.24992,8.29056,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
56.74107142857143,8.64616,1,8.64616,8.64616,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
