site_id,event_id,layer,t_h,moisture_mm,start_mm,end_mm,total_drop_mm,duration_h,event_storage_norm,segment,segment_t_h,csr_x_h,subset
275,S275_moisture_4in_0067,moisture_4in,2.5,12.55776,14.09192,11.14552,2.946399999999999,6.75,0.4793103448275866,early_0_3h,2.5,5.241071428571429,clean_stageII_48h
275,S275_moisture_4in_0067,moisture_4in,2.75,12.46632,14.09192,11.14552,2.946399999999999,6.75,0.44827586206896575,early_0_3h,2.75,5.491071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,0.0,13.492479999999999,13.49248,9.74344,3.749039999999999,11.25,1.0,early_0_3h,0.0,5.741071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,0.25,13.48232,13.49248,9.74344,3.749039999999999,11.25,0.9972899728997292,early_0_3h,0.25,5.991071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,0.5,13.43152,13.49248,9.74344,3.749039999999999,11.25,0.9837398373983746,early_0_3h,0.5,6.241071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,0.75,13.38072,13.49248,9.74344,3.749039999999999,11.25,0.9701897018970194,early_0_3h,0.75,6.491071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,1.0,13.3096,13.49248,9.74344,3.749039999999999,11.25,0.9512195121951222,early_0_3h,1.0,6.741071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,1.25,13.22832,13.49248,9.74344,3.749039999999999,11.25,0.9295392953929543,early_0_3h,1.25,6.991071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,1.5,13.1572,13.49248,9.74344,3.749039999999999,11.25,0.9105691056910571,early_0_3h,1.5,7.241071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,1.75,13.1064,13.49248,9.74344,3.749039999999999,11.25,0.8970189701897024,early_0_3h,1.75,7.491071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,2.0,12.994639999999999,13.49248,9.74344,3.749039999999999,11.25,0.8672086720867208,early_0_3h,2.0,7.741071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,2.25,12.94384,13.49248,9.74344,3.749039999999999,11.25,0.8536585365853661,early_0_3h,2.25,7.991071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,2.5,12.852400000000001,13.49248,9.74344,3.749039999999999,11.25,0.8292682926829275,early_0_3h,2.5,8.241071428571429,clean_stageII_48h
275,S275_moisture_4in_0058,moisture_4in,2.75,12.78128,13.49248,9.74344,3.749039999999999,11.25,0.8102981029810303,early_0_3h,2.75,8.491071428571429,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,0.0,13.44168,13.44168,10.73912,2.70256,12.75,1.0,early_0_3h,0.0,8.741071428571429,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,0.25,13.39088,13.44168,10.73912,2.70256,12.75,0.9812030075187967,early_0_3h,0.25,8.99107142857143,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,0.5,13.29944,13.44168,10.73912,2.70256,12.75,0.9473684210526319,early_0_3h,0.5,9.24107142857143,clean_stageII_48h
