site_id,layer,events,associated_24h_rate,associated_48h_rate,interrupted_rate,median_duration_h,median_drop_mm,median_trim3_r2,median_trim3_tau_h,median_early3_drop_share,stageII_like_rate,stageI_like_rate,early_transient_heavy_rate,during_vpd_mean,clean_24h_rate,clean_48h_rate,stageII_clean_48h_rate
250,moisture_4in,17,0.9411764705882353,0.9411764705882353,0.47058823529411764,12.5,2.2087840000000014,0.9948869947377723,8.750657231526938,0.5447761194029855,0.5294117647058824,0.11764705882352941,0.29411764705882354,0.8143630441847921,0.5294117647058824,0.5294117647058824,0.29411764705882354
250,moisture_8in,2,1.0,1.0,0.0,4.625,1.5621,0.9987796711643111,4.532091186703359,0.7901060070671375,0.5,0.0,0.5,0.10812857142857143,1.0,1.0,0.5
260,moisture_12in,12,0.8333333333333334,0.9166666666666666,0.5,5.0,1.5595600000000012,0.9859415898172007,8.838691627459067,0.837901439645623,0.4166666666666667,0.08333333333333333,0.5,0.7851878125576309,0.3333333333333333,0.4166666666666667,0.16666666666666666
260,moisture_16in,14,0.2857142857142857,0.35714285714285715,0.07142857142857142,2.0,1.3360399999999988,0.9152354130241758,6.86417325415047,1.0,0.07142857142857142,0.0,0.8571428571428571,1.0251917694626318,0.21428571428571427,0.2857142857142857,0.0
260,moisture_20in,10,0.3,0.4,0.1,1.5,1.4935199999999984,0.9520285437662219,6.457941269398326,1.0,0.1,0.0,0.8,1.3340644544550364,0.2,0.3,0.0
260,moisture_4in,162,0.5555555555555556,0.6728395061728395,0.19753086419753085,9.75,1.9659600000000008,0.9949612082740403,5.976193094598061,0.2709143212564139,0.7530864197530864,0.05555555555555555,0.1728395061728395,1.1848449137999912,0.37037037037037035,0.48148148148148145,0.38271604938271603
260,moisture_8in,65,0.46153846153846156,0.5692307692307692,0.13846153846153847,11.5,2.2758399999999988,0.9948677721612417,7.478980027747259,0.2148760330578513,0.7230769230769231,0.1076923076923077,0.15384615384615385,1.3274212028201913,0.3230769230769231,0.4307692307692308,0.3076923076923077
270,moisture_12in,4,0.5,0.5,0.0,2.375,0.6299199999999985,,,1.0,0.0,0.0,1.0,1.07345,0.5,0.5,0.0
270,moisture_16in,10,0.1,0.3,0.0,3.625,0.802640000000002,0.9976139211459558,8.81906515400121,0.9848484848484844,0.2,0.1,0.7,0.5868353847822182,0.1,0.3,0.0
270,moisture_20in,28,0.2857142857142857,0.35714285714285715,0.07142857142857142,2.25,1.295399999999999,0.9849674450724903,9.595301506449111,1.0,0.14285714285714285,0.0,0.8214285714285714,0.8819188483919463,0.21428571428571427,0.2857142857142857,0.03571428571428571
