layer,regime_proxy,storage_bin,storage_norm,loss_mm_h_median,loss_mm_h_q25,loss_mm_h_q75,points
moisture_4in,mixed_or_uncertain,"(0.733, 0.8]",0.7669346665798854,0.20319999999999538,0.12192000000000291,0.28448000000000206,494
moisture_4in,mixed_or_uncertain,"(0.8, 0.867]",0.833449188266566,0.16256000000001336,0.12192000000000291,0.24384000000000583,489
moisture_4in,mixed_or_uncertain,"(0.867, 0.933]",0.9007493295133946,0.12192000000000291,0.08127999999999957,0.2032000000000025,584
moisture_4in,mixed_or_uncertain,"(0.933, 1.0]",0.9705799400697658,0.08127999999999957,0.04064000000000334,0.16255999999999204,864
moisture_4in,stage-I-like,"(-0.001, 0.0667]",0.028502794187418627,0.12192000000000291,0.08127999999999957,0.20319999999999538,1488
moisture_4in,stage-I-like,"(0.0667, 0.133]",0.09896068381651905,0.2032000000000096,0.16255999999999915,0.28448000000000206,978
moisture_4in,stage-I-like,"(0.133, 0.2]",0.16637091041211544,0.24383999999999872,0.17881600000000475,0.28448000000000206,893
moisture_4in,stage-I-like,"(0.2, 0.267]",0.2338205778090939,0.24383999999999162,0.16255999999999915,0.3251199999999983,866
moisture_4in,stage-I-like,"(0.267, 0.333]",0.3003113548578693,0.2032000000000025,0.12191999999999581,0.28448000000000206,1002
moisture_4in,stage-I-like,"(0.333, 0.4]",0.3671318687107335,0.16256000000000626,0.1219199999999887,0.28447999999999496,1065
moisture_4in,stage-I-like,"(0.4, 0.467]",0.4331994441415697,0.16255999999999915,0.12191999999999581,0.28447999999998785,1056
moisture_4in,stage-I-like,"(0.467, 0.533]",0.4993626698427502,0.20319999999999538,0.12192000000000291,0.28448000000000206,953
moisture_4in,stage-I-like,"(0.533, 0.6]",0.5662211353280455,0.2113280000000053,0.16255999999999915,0.2926080000000013,882
moisture_4in,stage-I-like,"(0.6, 0.667]",0.6330501755386956,0.24383999999999872,0.16256000000000626,0.3251199999999983,804
moisture_4in,stage-I-like,"(0.667, 0.733]",0.6993236412412722,0.24384000000000583,0.16967200000000382,0.3251199999999983,770
moisture_4in,stage-I-like,"(0.733, 0.8]",0.7665160319991439,0.24383999999999872,0.16256000000001336,0.3251199999999983,742
moisture_4in,stage-I-like,"(0.8, 0.867]",0.8336815795807587,0.2032000000000025,0.16255999999999204,0.28448000000000206,757
moisture_4in,stage-I-like,"(0.867, 0.933]",0.9013142184850913,0.16255999999999915,0.08128000000000668,0.24384000000000583,905
moisture_4in,stage-I-like,"(0.933, 1.0]",0.9692112921650313,0.08127999999999957,0.04064000000000334,0.16255999999999915,1399
moisture_4in,stage-II-like,"(-0.001, 0.0667]",0.029357914276959555,0.08128000000000668,0.04470399999999586,0.12192000000000291,14872
moisture_4in,stage-II-like,"(0.0667, 0.133]",0.09865818414080774,0.16255999999999204,0.10363199999999928,0.2032000000000025,9639
moisture_4in,stage-II-like,"(0.133, 0.2]",0.1660744290080337,0.1788160000000012,0.12192000000000291,0.24384000000000583,7928
moisture_4in,stage-II-like,"(0.2, 0.267]",0.2325472142881747,0.2032000000000025,0.13817599999999786,0.28448000000000206,6933
moisture_4in,stage-II-like,"(0.267, 0.333]",0.2993197727550141,0.24383999999999872,0.16255999999999915,0.3251199999999983,6063
moisture_4in,stage-II-like,"(0.333, 0.4]",0.3660515819648028,0.268224,0.20319999999999538,0.34950399999999604,5318
moisture_4in,stage-II-like,"(0.4, 0.467]",0.43276439980822096,0.28448000000000206,0.2032000000000096,0.36576000000000874,4837
moisture_4in,stage-II-like,"(0.467, 0.533]",0.49973485958738134,0.30480000000000373,0.24383999999999162,0.4063999999999979,4351
moisture_4in,stage-II-like,"(0.533, 0.6]",0.5664422826694044,0.3251199999999912,0.24383999999999872,0.406400000000005,4094
moisture_4in,stage-II-like,"(0.6, 0.667]",0.633220041088945,0.3251199999999983,0.24383999999999872,0.406400000000005,3877
moisture_4in,stage-II-like,"(0.667, 0.733]",0.6999856176937501,0.28448000000000206,0.24383999999999162,0.4063999999999979,3841
moisture_4in,stage-II-like,"(0.733, 0.8]",0.7668952826153841,0.28448000000000206,0.2032000000000025,0.3657600000000052,3959
moisture_4in,stage-II-like,"(0.8, 0.867]",0.8339209023013844,0.24383999999999872,0.18694400000000044,0.3251200000000054,4130
moisture_4in,stage-II-like,"(0.867, 0.933]",0.9012353040992638,0.20319999999999538,0.12192000000000291,0.28447999999999496,4976
moisture_4in,stage-II-like,"(0.933, 1.0]",0.970853910114995,0.093472000000002,0.040640000000010446,0.16255999999999915,8259
moisture_8in,early-transient-heavy,"(-0.001, 0.0667]",0.030233920589766997,0.12192000000000291,0.08127999999999247,0.2194559999999992,575
moisture_8in,early-transient-heavy,"(0.0667, 0.133]",0.09723601531993986,0.24384000000000583,0.12192000000001713,0.4785359999999974,380
moisture_8in,early-transient-heavy,"(0.133, 0.2]",0.16548008449122373,0.24383999999999872,0.16255999999998494,0.45008800000000093,334
moisture_8in,early-transient-heavy,"(0.2, 0.267]",0.23323908112038025,0.28448000000000206,0.16255999999999915,0.5486399999999989,283
moisture_8in,early-transient-heavy,"(0.267, 0.333]",0.2997649186565226,0.24384000000000583,0.16255999999999915,0.406400000000005,265
moisture_8in,early-transient-heavy,"(0.333, 0.4]",0.3651418400827281,0.28448000000000206,0.16256000000001336,0.5283200000000079,252
moisture_8in,early-transient-heavy,"(0.4, 0.467]",0.43474659292770457,0.29667200000000093,0.20319999999998117,0.5283199999999937,238
moisture_8in,early-transient-heavy,"(0.467, 0.533]",0.5008272059024816,0.3251199999999983,0.16256000000001336,0.5689599999999988,216
moisture_8in,early-transient-heavy,"(0.533, 0.6]",0.5681079985634093,0.28448000000000206,0.20319999999999538,0.48768000000001166,213
moisture_8in,early-transient-heavy,"(0.6, 0.667]",0.6333032832732717,0.28448000000000206,0.16256000000001336,0.5283200000000008,218
moisture_8in,early-transient-heavy,"(0.667, 0.733]",0.6999071412164175,0.3251199999999983,0.24383999999999162,0.5181599999999982,198
moisture_8in,early-transient-heavy,"(0.733, 0.8]",0.7665193245727688,0.3251200000000054,0.20319999999999538,0.5283200000000079,215
moisture_8in,early-transient-heavy,"(0.8, 0.867]",0.8348350114219819,0.28448000000000206,0.16255999999999915,0.6095999999999862,220
moisture_8in,early-transient-heavy,"(0.867, 0.933]",0.8998066998500177,0.3230879999999914,0.16255999999999915,0.5283199999999937,240
moisture_8in,early-transient-heavy,"(0.933, 1.0]",0.9674751159868723,0.16255999999999915,0.08127999999999957,0.24384000000002004,347
moisture_8in,mixed_or_uncertain,"(-0.001, 0.0667]",0.03060024018382575,0.20319999999999538,0.08128000000000668,0.28448000000000206,129
moisture_8in,mixed_or_uncertain,"(0.0667, 0.133]",0.09864587761022313,0.24383999999999517,0.12192000000000291,0.36575999999999453,92
moisture_8in,mixed_or_uncertain,"(0.133, 0.2]",0.16486668441021696,0.28448000000000206,0.1625600000000098,0.40639999999999254,84
moisture_8in,mixed_or_uncertain,"(0.2, 0.267]",0.23212708608370064,0.28447999999998785,0.20319999999999538,0.3312160000000066,79
moisture_8in,mixed_or_uncertain,"(0.267, 0.333]",0.2997691321368511,0.24384000000000583,0.12192000000000291,0.39624000000000237,91
moisture_8in,mixed_or_uncertain,"(0.333, 0.4]",0.36577783872616554,0.20320000000000604,0.12192000000000291,0.3251200000000125,86
moisture_8in,mixed_or_uncertain,"(0.4, 0.467]",0.4339545221969058,0.24383999999999872,0.12192000000000647,0.3779520000000023,90
moisture_8in,mixed_or_uncertain,"(0.467, 0.533]",0.5005747579287247,0.24383999999999517,0.1625599999999956,0.3657599999999963,92
moisture_8in,mixed_or_uncertain,"(0.533, 0.6]",0.5653172050442163,0.24384000000000228,0.16256000000000093,0.39623999999999526,82
moisture_8in,mixed_or_uncertain,"(0.6, 0.667]",0.6343753471058983,0.2032000000000025,0.12192000000000291,0.3657599999999963,96
moisture_8in,mixed_or_uncertain,"(0.667, 0.733]",0.7007761956334215,0.2032000000000096,0.16255999999999915,0.3251200000000054,98
moisture_8in,mixed_or_uncertain,"(0.733, 0.8]",0.7670519857804627,0.20319999999999538,0.12191999999999226,0.28448000000000206,110
moisture_8in,mixed_or_uncertain,"(0.8, 0.867]",0.8333255017528682,0.20319999999998117,0.1219199999999887,0.3251199999999983,123
moisture_8in,mixed_or_uncertain,"(0.867, 0.933]",0.9013605470078178,0.12192000000000291,0.08128000000000668,0.26416000000000395,135
moisture_8in,mixed_or_uncertain,"(0.933, 1.0]",0.9693771138361404,0.1219199999999887,0.08127999999999247,0.20320000000000427,168
moisture_8in,stage-I-like,"(-0.001, 0.0667]",0.031783968675792834,0.12192000000000291,0.08127999999999957,0.2032000000000025,204
moisture_8in,stage-I-like,"(0.0667, 0.133]",0.09764833077918282,0.16256000000000626,0.12191999999999581,0.24383999999999517,167
moisture_8in,stage-I-like,"(0.133, 0.2]",0.1655176203746024,0.2032000000000096,0.16255999999999915,0.28448000000000206,142
moisture_8in,stage-I-like,"(0.2, 0.267]",0.2335136942818652,0.24383999999999872,0.16256000000000626,0.3251199999999983,121
moisture_8in,stage-I-like,"(0.267, 0.333]",0.29968969718780875,0.24384000000000583,0.16256000000000448,0.3251199999999983,112
moisture_8in,stage-I-like,"(0.333, 0.4]",0.36554616115135163,0.24384000000000583,0.16256000000000626,0.3251199999999983,120
moisture_8in,stage-I-like,"(0.4, 0.467]",0.4323399107504801,0.24383999999999872,0.16255999999999915,0.3251199999999983,124
moisture_8in,stage-I-like,"(0.467, 0.533]",0.5004818475415395,0.24384000000000583,0.16255999999999915,0.3251200000000125,121
moisture_8in,stage-I-like,"(0.533, 0.6]",0.5664892657921577,0.2235200000000006,0.16255999999998494,0.3251199999999983,122
moisture_8in,stage-I-like,"(0.6, 0.667]",0.6334350180716437,0.24383999999999162,0.16256000000000626,0.28448000000000206,121
moisture_8in,stage-I-like,"(0.667, 0.733]",0.6990122151861968,0.2438399999999774,0.16255999999999915,0.28448000000000206,117
moisture_8in,stage-I-like,"(0.733, 0.8]",0.765045016362081,0.20320000000000604,0.16255999999999915,0.2844799999999985,126
moisture_8in,stage-I-like,"(0.8, 0.867]",0.8332519344801371,0.20319999999999538,0.12192000000000291,0.28448000000000206,140
moisture_8in,stage-I-like,"(0.867, 0.933]",0.9017109815001276,0.16255999999999915,0.1219199999999887,0.24383999999999872,143
moisture_8in,stage-I-like,"(0.933, 1.0]",0.9697799163955247,0.1219199999999887,0.07823199999997321,0.16255999999999915,212
moisture_8in,stage-II-like,"(-0.001, 0.0667]",0.03023513922370483,0.08127999999999957,0.040640000000010446,0.12192000000000291,4116
moisture_8in,stage-II-like,"(0.0667, 0.133]",0.09895793528820308,0.12192000000000291,0.08127999999999957,0.16256000000000626,2976
moisture_8in,stage-II-like,"(0.133, 0.2]",0.16556249640614235,0.14223999999999748,0.093472000000002,0.2032000000000025,2509
moisture_8in,stage-II-like,"(0.2, 0.267]",0.23222630782492465,0.16255999999999915,0.12192000000000291,0.24383999999999872,2091
moisture_8in,stage-II-like,"(0.267, 0.333]",0.298938224454971,0.2032000000000025,0.16255999999998494,0.28448000000000206,1735
moisture_8in,stage-II-like,"(0.333, 0.4]",0.3659631004203837,0.24383999999999872,0.16256000000000626,0.3251200000000054,1468
moisture_8in,stage-II-like,"(0.4, 0.467]",0.432435407944006,0.28448000000000206,0.2032000000000025,0.36576000000000164,1238
moisture_8in,stage-II-like,"(0.467, 0.533]",0.49931320792784434,0.3251199999999841,0.24383999999999162,0.4185920000000003,1105
moisture_8in,stage-II-like,"(0.533, 0.6]",0.5664511698498172,0.3251199999999983,0.24383999999999872,0.44704000000001365,986
moisture_8in,stage-II-like,"(0.6, 0.667]",0.633553360688171,0.3251200000000125,0.24384000000000583,0.5283200000000008,909
moisture_8in,stage-II-like,"(0.667, 0.733]",0.7003222785653466,0.35356800000000277,0.24384000000000583,0.5283200000000008,816
moisture_8in,stage-II-like,"(0.733, 0.8]",0.7666894493678666,0.3251200000000054,0.24383999999999162,0.568959999999997,823
moisture_8in,stage-II-like,"(0.8, 0.867]",0.833188658783053,0.3251199999999841,0.20319999999999538,0.5283200000000114,816
moisture_8in,stage-II-like,"(0.867, 0.933]",0.8995694626579886,0.24384000000000583,0.16255999999999915,0.48768000000001166,902
moisture_8in,stage-II-like,"(0.933, 1.0]",0.9703599453341277,0.16255999999999915,0.08128000000000668,0.3251200000000054,1376
