layer,regime_proxy,storage_bin,storage_norm,loss_mm_h_median,loss_mm_h_q25,loss_mm_h_q75,points
moisture_16in,early-transient-heavy,"(0.8, 0.867]",0.8346853154496392,0.48767999999999034,0.20319999999999538,1.034288000000001,170
moisture_16in,early-transient-heavy,"(0.867, 0.933]",0.9000885927819077,0.4470400000000154,0.24383999999999162,0.7416800000000059,160
moisture_16in,early-transient-heavy,"(0.933, 1.0]",0.9705663868192087,0.12192000000000291,0.040640000000010446,0.28448000000000206,284
moisture_16in,mixed_or_uncertain,"(-0.001, 0.0667]",0.03146889480823641,0.16255999999999915,0.08128000000000668,0.2032000000000025,47
moisture_16in,mixed_or_uncertain,"(0.0667, 0.133]",0.08971689602981796,0.2032000000000025,0.1625600000000027,0.24384000000000583,19
moisture_16in,mixed_or_uncertain,"(0.133, 0.2]",0.1532520124509667,0.5689600000000041,0.5283200000000079,0.609600000000011,6
moisture_16in,mixed_or_uncertain,"(0.2, 0.267]",0.23820488721804534,0.6096000000000004,0.568959999999997,0.6502400000000037,2
moisture_16in,mixed_or_uncertain,"(0.267, 0.333]",0.29893483709273216,0.48767999999999745,0.4063999999999979,0.568959999999997,2
moisture_16in,mixed_or_uncertain,"(0.333, 0.4]",0.36652428621606686,0.4470400000000012,0.39878000000000097,0.49784000000000006,4
moisture_16in,mixed_or_uncertain,"(0.4, 0.467]",0.4358203952844386,0.5080000000000027,0.4572000000000003,0.528319999999999,10
moisture_16in,mixed_or_uncertain,"(0.467, 0.533]",0.4956701231000644,0.5283200000000008,0.5079999999999956,0.5791199999999996,12
moisture_16in,mixed_or_uncertain,"(0.533, 0.6]",0.5644054045441597,0.5283200000000008,0.48768000000000455,0.5892799999999987,11
moisture_16in,mixed_or_uncertain,"(0.6, 0.667]",0.6306577069103849,0.5689600000000041,0.4368799999999986,0.6604000000000028,12
moisture_16in,mixed_or_uncertain,"(0.667, 0.733]",0.6999405310224858,0.6095999999999968,0.3149600000000099,0.7010400000000008,12
moisture_16in,mixed_or_uncertain,"(0.733, 0.8]",0.7732414606239973,0.6908799999999999,0.2032000000000096,0.9347199999999987,13
moisture_16in,mixed_or_uncertain,"(0.8, 0.867]",0.834640064572737,0.48768000000000455,0.13207999999999487,0.965200000000003,14
moisture_16in,mixed_or_uncertain,"(0.867, 0.933]",0.9019297976868055,0.2235200000000077,0.12192000000000291,0.8940800000000024,14
moisture_16in,mixed_or_uncertain,"(0.933, 1.0]",0.966260567285805,0.08128000000000668,0.040640000000010446,0.7518399999999943,27
moisture_16in,stage-I-like,"(-0.001, 0.0667]",0.031230264794956313,0.12192000000000291,0.08127999999999957,0.28448000000000206,34
moisture_16in,stage-I-like,"(0.0667, 0.133]",0.09901154059264985,0.12192000000000291,0.08127999999999957,0.24383999999999872,35
moisture_16in,stage-I-like,"(0.133, 0.2]",0.16631562921544835,0.12192000000000291,0.1117599999999932,0.21336000000000155,32
moisture_16in,stage-I-like,"(0.2, 0.267]",0.2335246203251096,0.16256000000000626,0.12192000000000291,0.27431999999999945,30
moisture_16in,stage-I-like,"(0.267, 0.333]",0.30181654407436037,0.20319999999999538,0.12192000000000291,0.28448000000000206,26
moisture_16in,stage-I-like,"(0.333, 0.4]",0.3645725322794928,0.18288000000000082,0.12191999999999581,0.24383999999999517,28
moisture_16in,stage-I-like,"(0.4, 0.467]",0.4296143708279674,0.16255999999999915,0.08127999999999957,0.28448000000000206,36
moisture_16in,stage-I-like,"(0.467, 0.533]",0.5002130228482421,0.2032000000000025,0.16255999999999915,0.39624000000000237,22
moisture_16in,stage-I-like,"(0.533, 0.6]",0.5658438128499946,0.36575999999999453,0.16255999999999915,0.5080000000000027,19
moisture_16in,stage-I-like,"(0.6, 0.667]",0.6297496783878546,0.28447999999999496,0.1727199999999982,0.4470400000000012,22
moisture_16in,stage-I-like,"(0.667, 0.733]",0.7036468356090139,0.3251200000000125,0.18287999999999727,0.48768000000001166,23
moisture_16in,stage-I-like,"(0.733, 0.8]",0.7694742252734117,0.24384000000000583,0.16255999999999915,0.5181600000000035,20
moisture_16in,stage-I-like,"(0.8, 0.867]",0.8335260983445815,0.16255999999999915,0.08128000000000668,0.40639999999999077,25
moisture_16in,stage-I-like,"(0.867, 0.933]",0.9001949453372096,0.18288000000000437,0.12191999999999226,0.31495999999999924,22
moisture_16in,stage-I-like,"(0.933, 1.0]",0.9651715110910056,0.12192000000001713,0.08128000000000313,0.3860800000000033,32
moisture_16in,stage-II-like,"(-0.001, 0.0667]",0.02915853115532376,0.08127999999999247,0.04063999999999979,0.12192000000000291,1333
moisture_16in,stage-II-like,"(0.0667, 0.133]",0.09790406556628165,0.1219199999999887,0.08127999999999247,0.16662399999999877,841
moisture_16in,stage-II-like,"(0.133, 0.2]",0.1650529328048297,0.16255999999999915,0.11379200000000012,0.24383999999999872,607
moisture_16in,stage-II-like,"(0.2, 0.267]",0.23205339397189564,0.2032000000000025,0.14224000000000103,0.28448000000000206,469
moisture_16in,stage-II-like,"(0.267, 0.333]",0.2988656516117631,0.28447999999999496,0.16256000000000626,0.4063999999999979,381
moisture_16in,stage-II-like,"(0.333, 0.4]",0.36546416350614386,0.3251199999999983,0.2032000000000025,0.505968000000002,314
moisture_16in,stage-II-like,"(0.4, 0.467]",0.43326291027365516,0.36575999999999453,0.24383999999999162,0.5689600000000041,269
moisture_16in,stage-II-like,"(0.467, 0.533]",0.5001884508361285,0.406400000000005,0.24384000000000583,0.6096000000000092,228
